pod_id,submit_time,duration,milli_cpu,milli_gpu,gpu_number,gpu_type,user
moe_expert_load_skew_00000000,1.2021043019829971,225.68753902719675,3000,1000,1,A100,expert_000
moe_expert_load_skew_00000001,2.370199129895224,1471.6001671564704,2000,2000,2,V100,expert_000
moe_expert_load_skew_00000002,3.562579629832351,5.220259314649679,3000,1000,1,H100,expert_014
moe_expert_load_skew_00000003,3.702476774758143,129.8921927036559,6000,1000,1,T4,expert_006
moe_expert_load_skew_00000004,3.745695474607331,233.49393999558063,4000,1000,1,H100,expert_000
moe_expert_load_skew_00000005,4.472025732460407,276.6728955792917,5000,0,0,,expert_000
moe_expert_load_skew_00000006,5.1770060795891935,107.27025064449896,4000,0,0,,expert_025
moe_expert_load_skew_00000007,6.739154057863942,15.39878671747639,2000,0,0,,expert_005
moe_expert_load_skew_00000008,6.778801156455697,289.5395687477972,6000,0,0,,expert_003
moe_expert_load_skew_00000009,7.302081579727279,2117.727332966001,4000,1000,1,A100,expert_000
moe_expert_load_skew_00000010,7.337299733126183,20.95085423586843,7000,8000,8,V100,expert_000
moe_expert_load_skew_00000011,7.881811547138162,620.0816955926906,4000,0,0,,expert_000
moe_expert_load_skew_00000012,8.747475223580066,114.06924055447166,6000,2000,2,A100,expert_005
moe_expert_load_skew_00000013,8.940922635875022,166.6007383487465,2000,1000,1,H100,expert_000
moe_expert_load_skew_00000014,9.556715467205809,41.02559010342373,5000,0,0,,expert_000
moe_expert_load_skew_00000015,9.633602094118922,113.11492318997612,5000,8000,8,V100,expert_005
moe_expert_load_skew_00000016,9.67939072781402,1153.11688013456,6000,2000,2,A100,expert_021
moe_expert_load_skew_00000017,9.836980328880214,415.7731410410871,16000,1000,1,V100,expert_006
moe_expert_load_skew_00000018,10.287579966565293,2132.728444035479,8000,0,0,,expert_001
moe_expert_load_skew_00000019,10.494072631434538,968.5465977342894,7000,0,0,,expert_001
moe_expert_load_skew_00000020,11.117765606341347,339.039868727894,4000,0,0,,expert_001
moe_expert_load_skew_00000021,11.22955379244751,2168.288632129141,4000,0,0,,expert_000
moe_expert_load_skew_00000022,12.14853892451974,338.99482013976177,6000,0,0,,expert_002
moe_expert_load_skew_00000023,12.762081856126873,589.2750598192963,10000,1000,1,V100,expert_001
moe_expert_load_skew_00000024,13.08997993310837,119.35175483944424,4000,0,0,,expert_003
moe_expert_load_skew_00000025,13.29852328626428,199.74582462149704,6000,0,0,,expert_015
moe_expert_load_skew_00000026,13.525183130913412,67.69380333858412,9000,2000,2,H100,expert_030
moe_expert_load_skew_00000027,13.56372170444124,741.4972256798615,6000,0,0,,expert_000
moe_expert_load_skew_00000028,13.653537831628515,34.40559597551306,4000,1000,1,H100,expert_001
moe_expert_load_skew_00000029,13.99619805743064,552.2534888551796,3000,1000,1,H100,expert_000
moe_expert_load_skew_00000030,14.190538175510552,138.68336001709514,7000,0,0,,expert_000
moe_expert_load_skew_00000031,14.822641604293104,960.0913871668556,2000,1000,1,V100,expert_000
moe_expert_load_skew_00000032,15.176886918001168,528.0815018609468,13000,8000,8,A100,expert_000
moe_expert_load_skew_00000033,15.295851895150175,2418.3330826429988,6000,0,0,,expert_006
moe_expert_load_skew_00000034,15.526396063278913,513.2093881240428,9000,2000,2,V100,expert_001
moe_expert_load_skew_00000035,15.84717443187417,19.8705435705849,1000,2000,2,V100,expert_017
moe_expert_load_skew_00000036,16.019091112593067,165.2757348510658,3000,2000,2,V100,expert_000
moe_expert_load_skew_00000037,16.18004672304622,34.7105651272334,5000,2000,2,T4,expert_000
moe_expert_load_skew_00000038,16.619504064142493,87.19882369279846,4000,0,0,,expert_001
moe_expert_load_skew_00000039,16.767977668606893,1557.1826401447884,8000,1000,1,H100,expert_000
moe_expert_load_skew_00000040,17.434828881122833,449.5022789736009,9000,1000,1,A100,expert_000
moe_expert_load_skew_00000041,18.130260874245785,67.54994173128561,5000,1000,1,A100,expert_028
moe_expert_load_skew_00000042,18.67230233822838,43.34810726726509,1000,0,0,,expert_000
moe_expert_load_skew_00000043,18.7088165122186,190.3998806779624,11000,0,0,,expert_000
moe_expert_load_skew_00000044,19.27585026307997,32.610235126372515,6000,0,0,,expert_002
moe_expert_load_skew_00000045,19.95301925701256,70.25381614640607,4000,1000,1,H100,expert_001
moe_expert_load_skew_00000046,20.514039082741277,283.03891568349337,5000,1000,1,H100,expert_002
moe_expert_load_skew_00000047,20.654063642859484,938.5765458784418,3000,0,0,,expert_001
moe_expert_load_skew_00000048,20.8145317383775,431.490161141461,2000,1000,1,V100,expert_009
