job_id,submit_time,duration,num_cpu,num_gpu,user,gpu_type,mem,wait_time,status,source
checkpoint_io_burst_00000000,2.4042086039659947,230.31714093935338,3.0,1.0,user_0085,A100,23.57710445956255,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000001,4.740398259790448,1473.689139836856,2.0,2.0,user_0043,V100,23.957723601997873,0.0,failed,checkpoint_io_burst
checkpoint_io_burst_00000002,7.125159259664702,101.35191605691112,3.0,1.0,user_0028,H100,3.536721158450429,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000003,7.404953549516286,179.38083236441406,6.0,1.0,user_0019,T4,4.237951998393641,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000004,7.491390949214662,247.6312398278688,4.0,1.0,user_0117,H100,18.010434277708367,0.0,killed,checkpoint_io_burst
checkpoint_io_burst_00000005,8.944051464920813,295.88161343385354,5.0,0.0,user_0000,,3.9158458881835343,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000006,10.354012159178387,139.96416534301375,4.0,0.0,user_0129,,3.3416854986837987,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000007,13.478308115727884,63.680513882604295,2.0,0.0,user_0086,,5.519479274892108,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000008,13.557602312911394,303.7738516024232,6.0,0.0,user_0073,,9.50802354361328,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000009,14.604163159454558,2148.3583393623667,4.0,1.0,user_0153,A100,6.948751311561399,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000010,14.674599466252365,30.433949896977435,7.0,8.0,user_0107,V100,5.001119701967258,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000011,15.763623094276324,621.0934808762576,4.0,0.0,user_0146,,4.930658371066513,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000012,17.494950447160132,168.41732489312298,6.0,2.0,user_0141,A100,4.819150951246412,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000013,17.881845271750045,169.8970199348408,2.0,1.0,user_0006,H100,4.359224710273191,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000014,19.113430934411618,41.647413246551565,5.0,0.0,user_0043,,29.048874132934888,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000015,19.267204188237844,178.71220733328425,5.0,8.0,user_0113,V100,8.83310542202777,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000016,19.358781455628037,1222.3096561047792,6.0,2.0,user_0195,A100,12.579335559189083,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000017,19.67396065776043,433.6597296948623,16.0,1.0,user_0030,V100,5.509938817100353,0.0,completed,checkpoint_io_burst
checkpoint_io_burst_00000018,20.575159933130585,2157.078406459167,8.0,0.0,user_0021,,6.608957948388946,0.0,failed,checkpoint_io_burst
