job_id,submit_time,duration,num_cpu,num_gpu,user,gpu_type,mem,wait_time,status,source
bursty_arrivals_00000000,1.3556554978161555,81.8000608626009,3.0,1.0,user_0172,H100,7.113597434734461,0.0,killed,bursty_arrivals
bursty_arrivals_00000001,2.083608545328943,96.99827015854147,6.0,1.0,user_0119,V100,5.933236976677664,0.0,failed,bursty_arrivals
bursty_arrivals_00000002,2.331878753072939,171.7893542623475,9.0,0.0,user_0025,,17.10689894150854,0.0,completed,bursty_arrivals
bursty_arrivals_00000003,3.220104001764886,340.66619767487464,9.0,0.0,user_0062,,13.099957651016105,0.0,completed,bursty_arrivals
bursty_arrivals_00000004,3.270727360720809,118.03071988580606,5.0,0.0,user_0137,,9.945933435112044,0.0,completed,bursty_arrivals
bursty_arrivals_00000005,3.9576551595545655,101.68923945808973,7.0,4.0,user_0066,T4,8.063745804770775,0.0,completed,bursty_arrivals
bursty_arrivals_00000006,6.045890661342218,207.19866971623952,6.0,0.0,user_0117,,9.355251713364952,0.0,completed,bursty_arrivals
bursty_arrivals_00000007,6.062702421067231,12.298916590669954,5.0,0.0,user_0138,,4.405309803195684,0.0,completed,bursty_arrivals
bursty_arrivals_00000008,6.646612511531146,357.8234356517943,4.0,2.0,user_0065,H100,12.35827911470139,0.0,completed,bursty_arrivals
bursty_arrivals_00000009,7.623276626640026,181.60018887810142,2.0,1.0,user_0129,H100,3.791544467828225,0.0,completed,bursty_arrivals
bursty_arrivals_00000010,8.539065997521867,192.27661696663148,7.0,1.0,user_0079,T4,12.19744125251089,0.0,completed,bursty_arrivals
bursty_arrivals_00000011,8.94588126499142,711.692683024168,7.0,0.0,user_0027,,15.054628738305384,0.0,completed,bursty_arrivals
bursty_arrivals_00000012,9.921502421461168,11.77624928097971,3.0,0.0,user_0074,,8.385623581909199,0.0,completed,bursty_arrivals
bursty_arrivals_00000013,10.59912634413417,11.444610734819653,7.0,2.0,user_0088,V100,6.647708206203038,0.0,completed,bursty_arrivals
bursty_arrivals_00000014,11.500736003707907,268.0888755880901,5.0,1.0,user_0000,T4,9.395078092695485,0.0,completed,bursty_arrivals
bursty_arrivals_00000015,12.11099066913176,179.91923348681507,7.0,2.0,user_0178,T4,1.3272232501536336,0.0,completed,bursty_arrivals
bursty_arrivals_00000016,13.10827888937897,231.40295976329335,22.0,1.0,user_0105,V100,8.858300517976211,0.0,completed,bursty_arrivals
bursty_arrivals_00000017,13.759266778889064,94.40932262301469,2.0,1.0,user_0007,A100,6.903217458795816,0.0,completed,bursty_arrivals
bursty_arrivals_00000018,14.074940996334455,466.96938395540514,5.0,1.0,user_0173,A100,7.167974600188088,0.0,completed,bursty_arrivals
bursty_arrivals_00000019,14.07610234245346,683.8199142780906,4.0,2.0,user_0171,T4,11.290024042951352,0.0,completed,bursty_arrivals
