job_id,submit_time,duration,num_cpu,num_gpu,user,gpu_type,mem,wait_time,status,source,gpu_milli
gpu_fragmentation_sharing_00000000,1.6028057359773298,225.68753902719675,3.0,1.0,user_0085,A100,23.57710445956255,0.0,completed,gpu_fragmentation_sharing,500.0
gpu_fragmentation_sharing_00000001,3.160265506526965,1471.6001671564704,2.0,1.0,user_0043,V100,23.957723601997873,0.0,failed,gpu_fragmentation_sharing,250.0
gpu_fragmentation_sharing_00000002,4.750106173109802,5.220259314649679,3.0,1.0,user_0028,H100,3.536721158450429,0.0,completed,gpu_fragmentation_sharing,1000.0
gpu_fragmentation_sharing_00000003,4.936635699677524,129.8921927036559,6.0,1.0,user_0019,T4,4.237951998393641,0.0,completed,gpu_fragmentation_sharing,1000.0
gpu_fragmentation_sharing_00000004,4.994260632809775,233.49393999558063,4.0,1.0,user_0117,H100,18.010434277708367,0.0,killed,gpu_fragmentation_sharing,750.0
gpu_fragmentation_sharing_00000005,5.962700976613876,276.6728955792917,5.0,0.0,user_0000,,3.9158458881835343,0.0,completed,gpu_fragmentation_sharing,0.0
gpu_fragmentation_sharing_00000006,6.902674772785591,107.27025064449896,4.0,0.0,user_0129,,3.3416854986837987,0.0,completed,gpu_fragmentation_sharing,0.0
gpu_fragmentation_sharing_00000007,8.985538743818589,15.39878671747639,2.0,0.0,user_0086,,5.519479274892108,0.0,completed,gpu_fragmentation_sharing,0.0
gpu_fragmentation_sharing_00000008,9.038401541940928,289.5395687477972,6.0,0.0,user_0073,,9.50802354361328,0.0,completed,gpu_fragmentation_sharing,0.0
gpu_fragmentation_sharing_00000009,9.736108772969704,2117.727332966001,4.0,1.0,user_0153,A100,6.948751311561399,0.0,completed,gpu_fragmentation_sharing,500.0
gpu_fragmentation_sharing_00000010,9.78306631083491,20.95085423586843,7.0,1.0,user_0107,V100,5.001119701967258,0.0,completed,gpu_fragmentation_sharing,250.0
gpu_fragmentation_sharing_00000011,10.509082062850883,620.0816955926906,4.0,0.0,user_0146,,4.930658371066513,0.0,completed,gpu_fragmentation_sharing,0.0
gpu_fragmentation_sharing_00000012,11.663300298106755,114.06924055447166,6.0,2.0,user_0141,A100,4.819150951246412,0.0,completed,gpu_fragmentation_sharing,1000.0
gpu_fragmentation_sharing_00000013,11.921230181166695,166.6007383487465,2.0,1.0,user_0006,H100,4.359224710273191,0.0,completed,gpu_fragmentation_sharing,750.0
gpu_fragmentation_sharing_00000014,12.742287289607743,41.02559010342373,5.0,0.0,user_0043,,29.048874132934888,0.0,completed,gpu_fragmentation_sharing,0.0
gpu_fragmentation_sharing_00000015,12.84480279215856,113.11492318997612,5.0,8.0,user_0113,V100,8.83310542202777,0.0,completed,gpu_fragmentation_sharing,1000.0
gpu_fragmentation_sharing_00000016,12.905854303752022,1153.11688013456,6.0,2.0,user_0195,A100,12.579335559189083,0.0,completed,gpu_fragmentation_sharing,1000.0
gpu_fragmentation_sharing_00000017,13.115973771840284,415.7731410410871,16.0,1.0,user_0030,V100,5.509938817100353,0.0,completed,gpu_fragmentation_sharing,1000.0
gpu_fragmentation_sharing_00000018,13.716773288753723,2132.728444035479,8.0,0.0,user_0021,,6.608957948388946,0.0,failed,gpu_fragmentation_sharing,0.0
gpu_fragmentation_sharing_00000019,13.992096841912716,968.5465977342894,7.0,0.0,user_0188,,4.81563353161654,0.0,completed,gpu_fragmentation_sharing,0.0
gpu_fragmentation_sharing_00000020,14.823687475121798,339.039868727894,4.0,0.0,user_0193,,1.5052740867306538,0.0,completed,gpu_fragmentation_sharing,0.0
gpu_fragmentation_sharing_00000021,14.972738389930011,2168.288632129141,4.0,0.0,user_0033,,3.232301537792717,0.0,completed,gpu_fragmentation_sharing,0.0
gpu_fragmentation_sharing_00000022,16.198051899359655,338.99482013976177,6.0,0.0,user_0080,,2.4933539998947434,0.0,completed,gpu_fragmentation_sharing,0.0
