job_id,submit_time,duration,num_cpu,num_gpu,user,gpu_type,mem,wait_time,status,source
diurnal_pattern_00000000,1.3356714466477748,137.46297663322065,2.0,1.0,user_0181,A100,6.147107385214161,0.0,completed,diurnal_pattern
diurnal_pattern_00000001,3.5359232749887273,37.619933558596294,6.0,4.0,user_0191,V100,7.868079604153596,0.0,completed,diurnal_pattern
diurnal_pattern_00000002,5.221117342957165,131.29107015397452,5.0,2.0,user_0070,A100,20.449368662901744,0.0,completed,diurnal_pattern
diurnal_pattern_00000003,5.271993602618383,19.307451978696136,6.0,1.0,user_0045,V100,3.306156297451113,0.0,completed,diurnal_pattern
diurnal_pattern_00000004,6.465652061053817,49.95651002119902,5.0,4.0,user_0116,H100,11.727237595581581,0.0,completed,diurnal_pattern
diurnal_pattern_00000005,7.851077848891296,250.77199443964264,5.0,1.0,user_0186,A100,2.372863143078325,0.0,completed,diurnal_pattern
diurnal_pattern_00000006,8.102922120723665,1184.6531069335188,3.0,0.0,user_0180,,8.417929496083728,0.0,completed,diurnal_pattern
diurnal_pattern_00000007,8.812257186251722,9871.989758120078,4.0,2.0,user_0114,T4,19.011607174568123,0.0,completed,diurnal_pattern
diurnal_pattern_00000008,9.068417373061429,79.17013856451261,13.0,1.0,user_0029,V100,9.906599138092941,0.0,completed,diurnal_pattern
diurnal_pattern_00000009,9.259435907193536,1397.753088165797,5.0,1.0,user_0084,T4,8.185588001241529,0.0,completed,diurnal_pattern
diurnal_pattern_00000010,11.090935926743326,256.8876247875782,9.0,1.0,user_0142,V100,5.278966388062976,0.0,completed,diurnal_pattern
diurnal_pattern_00000011,12.344328789621205,146.6518654674004,4.0,2.0,user_0112,H100,7.527991854784093,0.0,completed,diurnal_pattern
diurnal_pattern_00000012,12.522626673530112,335.92676374611347,5.0,4.0,user_0069,A100,6.351952911611677,0.0,completed,diurnal_pattern
diurnal_pattern_00000013,12.719495291692036,198.43768796893937,6.0,1.0,user_0068,V100,4.610858361554062,0.0,completed,diurnal_pattern
diurnal_pattern_00000014,15.390881176045534,212.57367483047392,5.0,0.0,user_0011,,6.209464316025563,0.0,completed,diurnal_pattern
diurnal_pattern_00000015,15.99272847319643,101.87884394953868,6.0,1.0,user_0057,H100,8.32304935230621,0.0,completed,diurnal_pattern
diurnal_pattern_00000016,18.00076700954064,25.30436681088029,4.0,0.0,user_0133,,4.6630500858104655,0.0,completed,diurnal_pattern
diurnal_pattern_00000017,18.58048449952764,20.668967078063528,3.0,1.0,user_0048,T4,4.5550244917418,0.0,failed,diurnal_pattern
diurnal_pattern_00000018,18.605180919678666,459.6535429488333,2.0,1.0,user_0198,A100,3.266940556906555,0.0,completed,diurnal_pattern
diurnal_pattern_00000019,18.950393746063636,122.75991686858487,10.0,0.0,user_0016,,9.341202727705557,0.0,completed,diurnal_pattern
