job_id,submit_time,duration,num_cpu,num_gpu,user,gpu_type,mem,wait_time,status,source
heavy_tail_demand_00000000,2.4042086039659947,225.68753902719675,3.0,1.0,user_0085,A100,23.57710445956255,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000001,4.740398259790448,1471.6001671564704,2.0,2.0,user_0043,V100,23.957723601997873,0.0,failed,heavy_tail_demand
heavy_tail_demand_00000002,7.125159259664702,5.220259314649679,3.0,1.0,user_0028,H100,3.536721158450429,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000003,7.404953549516286,129.8921927036559,6.0,1.0,user_0019,T4,4.237951998393641,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000004,7.491390949214662,233.49393999558063,4.0,1.0,user_0117,H100,18.010434277708367,0.0,killed,heavy_tail_demand
heavy_tail_demand_00000005,8.944051464920813,276.6728955792917,5.0,0.0,user_0000,,3.9158458881835343,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000006,10.354012159178387,107.27025064449896,4.0,0.0,user_0129,,3.3416854986837987,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000007,13.478308115727884,15.39878671747639,2.0,0.0,user_0086,,5.519479274892108,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000008,13.557602312911394,289.5395687477972,6.0,0.0,user_0073,,9.50802354361328,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000009,14.604163159454558,2117.727332966001,4.0,1.0,user_0153,A100,6.948751311561399,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000010,14.674599466252365,20.95085423586843,7.0,8.0,user_0107,V100,5.001119701967258,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000011,15.763623094276324,620.0816955926906,4.0,0.0,user_0146,,4.930658371066513,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000012,17.494950447160132,114.06924055447166,6.0,2.0,user_0141,A100,4.819150951246412,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000013,17.881845271750045,166.6007383487465,2.0,1.0,user_0006,H100,4.359224710273191,0.0,completed,heavy_tail_demand
heavy_tail_demand_00000014,19.113430934411618,41.02559010342373,5.0,0.0,user_0043,,29.048874132934888,0.0,completed,heavy_tail_demand
