job_id,submit_time,duration,num_cpu,num_gpu,user,gpu_type,mem,wait_time,status,source
moe_expert_load_skew_00000000,1.2021043019829973,225.68753902719675,3.0,1.0,expert_000,A100,23.57710445956255,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000001,2.370199129895224,1471.6001671564704,2.0,2.0,expert_000,V100,23.957723601997873,0.0,failed,moe_expert_load_skew
moe_expert_load_skew_00000002,3.562579629832351,5.220259314649679,3.0,1.0,expert_014,H100,3.536721158450429,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000003,3.702476774758143,129.8921927036559,6.0,1.0,expert_006,T4,4.237951998393641,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000004,3.745695474607331,233.49393999558063,4.0,1.0,expert_000,H100,18.010434277708367,0.0,killed,moe_expert_load_skew
moe_expert_load_skew_00000005,4.4720257324604065,276.6728955792917,5.0,0.0,expert_000,,3.9158458881835343,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000006,5.1770060795891935,107.27025064449896,4.0,0.0,expert_025,,3.3416854986837987,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000007,6.739154057863942,15.39878671747639,2.0,0.0,expert_005,,5.519479274892108,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000008,6.778801156455697,289.5395687477972,6.0,0.0,expert_003,,9.50802354361328,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000009,7.302081579727279,2117.727332966001,4.0,1.0,expert_000,A100,6.948751311561399,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000010,7.337299733126183,20.95085423586843,7.0,8.0,expert_000,V100,5.001119701967258,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000011,7.881811547138162,620.0816955926906,4.0,0.0,expert_000,,4.930658371066513,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000012,8.747475223580066,114.06924055447166,6.0,2.0,expert_005,A100,4.819150951246412,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000013,8.940922635875022,166.6007383487465,2.0,1.0,expert_000,H100,4.359224710273191,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000014,9.556715467205809,41.02559010342373,5.0,0.0,expert_000,,29.048874132934888,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000015,9.633602094118922,113.11492318997612,5.0,8.0,expert_005,V100,8.83310542202777,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000016,9.679390727814019,1153.11688013456,6.0,2.0,expert_021,A100,12.579335559189083,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000017,9.836980328880214,415.7731410410871,16.0,1.0,expert_006,V100,5.509938817100353,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000018,10.287579966565293,2132.728444035479,8.0,0.0,expert_001,,6.608957948388946,0.0,failed,moe_expert_load_skew
moe_expert_load_skew_00000019,10.494072631434538,968.5465977342894,7.0,0.0,expert_001,,4.81563353161654,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000020,11.117765606341349,339.039868727894,4.0,0.0,expert_001,,1.5052740867306538,0.0,completed,moe_expert_load_skew
moe_expert_load_skew_00000021,11.22955379244751,2168.288632129141,4.0,0.0,expert_000,,3.232301537792717,0.0,completed,moe_expert_load_skew
