job_id,submit_time,duration,num_cpu,num_gpu,user,gpu_type,mem,wait_time,status,source
cold_start_storm_00000000,7213.818192397921,5.669821828395858,2.0,2.0,user_0115,V100,4.052058973073592,0.0,completed,cold_start_storm
cold_start_storm_00000001,7213.958089542847,14.438428490801227,6.0,2.0,user_0127,V100,20.290478279185425,0.0,completed,cold_start_storm
cold_start_storm_00000002,7214.001308242696,2.6241881978784303,4.0,4.0,user_0082,V100,5.373148756357541,0.0,completed,cold_start_storm
cold_start_storm_00000003,7214.727638500549,18.296827466012537,5.0,0.0,user_0081,,13.831155431301264,0.0,completed,cold_start_storm
cold_start_storm_00000004,7215.432618847678,28.272779145349897,6.0,1.0,user_0135,H100,7.696702386458942,0.0,completed,cold_start_storm
cold_start_storm_00000005,7216.994766825953,35.878558076422664,4.0,0.0,user_0149,,5.770220951411885,0.0,failed,cold_start_storm
cold_start_storm_00000006,7217.034413924544,11.288591031044607,4.0,1.0,user_0161,T4,2.4977289128447535,0.0,completed,cold_start_storm
cold_start_storm_00000007,7217.557694347816,3.7754616737832642,2.0,4.0,user_0066,V100,6.666275404710626,0.0,completed,cold_start_storm
cold_start_storm_00000008,7217.592912501215,2.744651815735282,3.0,2.0,user_0084,A100,2.8990122015604376,0.0,completed,cold_start_storm
cold_start_storm_00000009,7218.137424315227,2.6997934426037014,3.0,2.0,user_0066,A100,13.20214797200164,0.0,completed,cold_start_storm
cold_start_storm_00000010,7219.0030879916685,0.5147903600596042,6.0,1.0,user_0105,A100,18.358186288505088,0.0,completed,cold_start_storm
cold_start_storm_00000011,7219.196535403964,20.225264398940766,2.0,1.0,user_0025,H100,4.580707244595998,0.0,completed,cold_start_storm
cold_start_storm_00000012,7219.812328235294,10.040465055248172,7.0,1.0,user_0086,V100,8.856772720641377,0.0,failed,cold_start_storm
cold_start_storm_00000013,7219.889214862208,32.827973653089714,6.0,0.0,user_0037,,4.781551554352377,0.0,killed,cold_start_storm
cold_start_storm_00000014,7219.9350034959025,1.9135101261043308,3.0,2.0,user_0106,T4,5.067811977946263,0.0,completed,cold_start_storm
cold_start_storm_00000015,7220.092593096969,45.67599307372616,2.0,1.0,user_0170,A100,11.759916267319301,0.0,completed,cold_start_storm
cold_start_storm_00000016,7220.543192734654,8.623437818684884,3.0,1.0,user_0197,A100,7.220159491483726,0.0,completed,cold_start_storm
