pod_id,submit_time,duration,milli_cpu,milli_gpu,gpu_number,gpu_type,user
spot_preemption_churn_00000000,1.6028057359773298,225.68753902719675,3000,1000,1,A100,user_0085
spot_preemption_churn_00000001,3.160265506526965,1471.6001671564704,2000,2000,2,V100,user_0043
spot_preemption_churn_00000002,4.750106173109802,0.2721936153877782,3000,1000,1,H100,user_0028
spot_preemption_churn_00000003,4.936635699677524,38.30406302412809,6000,1000,1,T4,user_0019
spot_preemption_churn_00000004,4.994260632809775,233.49393999558063,4000,1000,1,H100,user_0117
spot_preemption_churn_00000005,5.962700976613876,276.6728955792917,5000,0,0,,user_0000
spot_preemption_churn_00000006,6.902674772785591,25.090251462626483,4000,0,0,,user_0129
spot_preemption_churn_00000007,8.985538743818589,2.175788528204738,2000,0,0,,user_0086
spot_preemption_churn_00000008,9.038401541940928,289.5395687477972,6000,0,0,,user_0073
spot_preemption_churn_00000009,9.736108772969704,2117.727332966001,4000,1000,1,A100,user_0153
spot_preemption_churn_00000010,9.78306631083491,20.95085423586843,7000,8000,8,V100,user_0107
spot_preemption_churn_00000011,10.509082062850885,620.0816955926906,4000,0,0,,user_0146
spot_preemption_churn_00000012,11.663300298106757,34.00399366319643,6000,2000,2,A100,user_0141
spot_preemption_churn_00000013,11.921230181166695,166.6007383487465,2000,1000,1,H100,user_0006
spot_preemption_churn_00000014,12.742287289607743,41.02559010342373,5000,0,0,,user_0043
spot_preemption_churn_00000015,12.84480279215856,30.688529508646244,5000,8000,8,V100,user_0113
spot_preemption_churn_00000016,12.905854303752022,544.5174362712739,6000,2000,2,A100,user_0195
spot_preemption_churn_00000017,13.115973771840284,225.02543304460303,16000,1000,1,V100,user_0030
spot_preemption_churn_00000018,13.716773288753725,2132.728444035479,8000,0,0,,user_0021
spot_preemption_churn_00000019,13.992096841912716,968.5465977342894,7000,0,0,,user_0188
spot_preemption_churn_00000020,14.823687475121798,339.039868727894,4000,0,0,,user_0193
spot_preemption_churn_00000021,14.972738389930011,2168.288632129141,4000,0,0,,user_0033
spot_preemption_churn_00000022,16.198051899359655,338.99482013976177,6000,0,0,,user_0080
