scenario,policy,scale,seed,n_submitted,n_admitted,rejection_rate,mean_wait_time,p95_wait_time,makespan,final_fragmentation_score,final_gpu_utilization
baseline,random,1.0,1,300,300,0.0,36.916441896167214,332.06185766343555,7488.9376717814275,0.0,0.0
baseline,random,1.0,2,300,300,0.0,37.889649328556565,330.26953631776223,7488.9376717814275,0.0,0.0
baseline,random,1.0,3,300,300,0.0,36.887648279511005,330.26953631776223,7488.9376717814275,0.0,0.0
baseline,first_fit,1.0,1,300,300,0.0,38.7817066722343,325.4689559867381,7488.9376717814275,0.0,0.0
baseline,first_fit,1.0,2,300,300,0.0,38.7817066722343,325.4689559867381,7488.9376717814275,0.0,0.0
baseline,first_fit,1.0,3,300,300,0.0,38.7817066722343,325.4689559867381,7488.9376717814275,0.0,0.0
baseline,best_fit,1.0,1,300,300,0.0,40.57835444399052,325.4689559867381,7488.9376717814275,0.0,0.0
baseline,best_fit,1.0,2,300,300,0.0,40.57835444399052,325.4689559867381,7488.9376717814275,0.0,0.0
baseline,best_fit,1.0,3,300,300,0.0,40.57835444399052,325.4689559867381,7488.9376717814275,0.0,0.0
baseline,worst_fit,1.0,1,300,300,0.0,36.84978294788213,303.6495725209842,7488.9376717814275,0.0,0.0
baseline,worst_fit,1.0,2,300,300,0.0,36.84978294788213,303.6495725209842,7488.9376717814275,0.0,0.0
baseline,worst_fit,1.0,3,300,300,0.0,36.84978294788213,303.6495725209842,7488.9376717814275,0.0,0.0
baseline,round_robin,1.0,1,300,300,0.0,36.51593619196034,332.06185766343555,7488.9376717814275,0.0,0.0
baseline,round_robin,1.0,2,300,300,0.0,36.51593619196034,332.06185766343555,7488.9376717814275,0.0,0.0
baseline,round_robin,1.0,3,300,300,0.0,36.51593619196034,332.06185766343555,7488.9376717814275,0.0,0.0
baseline,gpu_packing,1.0,1,300,300,0.0,40.55494304210613,325.4689559867381,7488.9376717814275,0.0,0.0
baseline,gpu_packing,1.0,2,300,300,0.0,40.55494304210613,325.4689559867381,7488.9376717814275,0.0,0.0
baseline,gpu_packing,1.0,3,300,300,0.0,40.55494304210613,325.4689559867381,7488.9376717814275,0.0,0.0
baseline,least_requested,1.0,1,300,300,0.0,44.351184011335874,356.159506203125,7488.9376717814275,0.0,0.0
baseline,least_requested,1.0,2,300,300,0.0,44.351184011335874,356.159506203125,7488.9376717814275,0.0,0.0
baseline,least_requested,1.0,3,300,300,0.0,44.351184011335874,356.159506203125,7488.9376717814275,0.0,0.0
baseline,fgd,1.0,1,300,300,0.0,40.29322180885341,373.3131623258745,7488.9376717814275,0.0,0.0
baseline,fgd,1.0,2,300,300,0.0,40.29322180885341,373.3131623258745,7488.9376717814275,0.0,0.0
baseline,fgd,1.0,3,300,300,0.0,40.29322180885341,373.3131623258745,7488.9376717814275,0.0,0.0
baseline,w_fgd,1.0,1,300,300,0.0,37.518923725393165,360.1768185484228,7488.9376717814275,0.0,0.0
baseline,w_fgd,1.0,2,300,300,0.0,37.518923725393165,360.1768185484228,7488.9376717814275,0.0,0.0
baseline,w_fgd,1.0,3,300,300,0.0,37.518923725393165,360.1768185484228,7488.9376717814275,0.0,0.0
baseline,w_fgd_balanced,1.0,1,300,300,0.0,39.834231930136276,360.1768185484228,7488.9376717814275,0.0,0.0
baseline,w_fgd_balanced,1.0,2,300,300,0.0,39.834231930136276,360.1768185484228,7488.9376717814275,0.0,0.0
baseline,w_fgd_balanced,1.0,3,300,300,0.0,39.834231930136276,360.1768185484228,7488.9376717814275,0.0,0.0
bursty_arrivals,random,1.0,1,300,300,0.0,85.07767676777628,736.0112302345241,10688.553422845791,0.0,0.0
bursty_arrivals,random,1.0,2,300,300,0.0,84.37878699005363,736.0820004811213,10688.553422845791,0.0,0.0
bursty_arrivals,random,1.0,3,300,300,0.0,88.30536572006082,778.544609882255,10688.553422845791,0.0,0.0
bursty_arrivals,first_fit,1.0,1,300,300,0.0,75.57836465849596,729.4007684107598,10693.264626246377,0.0,0.0
bursty_arrivals,first_fit,1.0,2,300,300,0.0,75.57836465849596,729.4007684107598,10693.264626246377,0.0,0.0
bursty_arrivals,first_fit,1.0,3,300,300,0.0,75.57836465849596,729.4007684107598,10693.264626246377,0.0,0.0
bursty_arrivals,best_fit,1.0,1,300,300,0.0,75.64624048498416,729.4007684107598,10693.264626246377,0.0,0.0
bursty_arrivals,best_fit,1.0,2,300,300,0.0,75.64624048498416,729.4007684107598,10693.264626246377,0.0,0.0
bursty_arrivals,best_fit,1.0,3,300,300,0.0,75.64624048498416,729.4007684107598,10693.264626246377,0.0,0.0
bursty_arrivals,worst_fit,1.0,1,300,300,0.0,86.05067082100258,778.544609882255,10688.553422845791,0.0,0.0
bursty_arrivals,worst_fit,1.0,2,300,300,0.0,86.05067082100258,778.544609882255,10688.553422845791,0.0,0.0
bursty_arrivals,worst_fit,1.0,3,300,300,0.0,86.05067082100258,778.544609882255,10688.553422845791,0.0,0.0
bursty_arrivals,round_robin,1.0,1,300,300,0.0,80.5875776812107,736.0112302345241,10688.553422845791,0.0,0.0
bursty_arrivals,round_robin,1.0,2,300,300,0.0,80.5875776812107,736.0112302345241,10688.553422845791,0.0,0.0
bursty_arrivals,round_robin,1.0,3,300,300,0.0,80.5875776812107,736.0112302345241,10688.553422845791,0.0,0.0
bursty_arrivals,gpu_packing,1.0,1,300,300,0.0,75.6905583364849,729.4007684107598,10693.264626246377,0.0,0.0
bursty_arrivals,gpu_packing,1.0,2,300,300,0.0,75.6905583364849,729.4007684107598,10693.264626246377,0.0,0.0
bursty_arrivals,gpu_packing,1.0,3,300,300,0.0,75.6905583364849,729.4007684107598,10693.264626246377,0.0,0.0
bursty_arrivals,least_requested,1.0,1,300,300,0.0,88.44762964181325,736.0820004811213,10688.553422845791,0.0,0.0
bursty_arrivals,least_requested,1.0,2,300,300,0.0,88.44762964181325,736.0820004811213,10688.553422845791,0.0,0.0
bursty_arrivals,least_requested,1.0,3,300,300,0.0,88.44762964181325,736.0820004811213,10688.553422845791,0.0,0.0
bursty_arrivals,fgd,1.0,1,300,300,0.0,78.35417465505022,729.4007684107598,10688.553422845791,0.0,0.0
bursty_arrivals,fgd,1.0,2,300,300,0.0,78.35417465505022,729.4007684107598,10688.553422845791,0.0,0.0
bursty_arrivals,fgd,1.0,3,300,300,0.0,78.35417465505022,729.4007684107598,10688.553422845791,0.0,0.0
bursty_arrivals,w_fgd,1.0,1,300,300,0.0,83.50433297423251,749.9781674527248,10688.553422845791,0.0,0.0
bursty_arrivals,w_fgd,1.0,2,300,300,0.0,83.50433297423251,749.9781674527248,10688.553422845791,0.0,0.0
bursty_arrivals,w_fgd,1.0,3,300,300,0.0,83.50433297423251,749.9781674527248,10688.553422845791,0.0,0.0
bursty_arrivals,w_fgd_balanced,1.0,1,300,300,0.0,84.06938475549188,729.4007684107598,10688.553422845791,0.0,0.0
bursty_arrivals,w_fgd_balanced,1.0,2,300,300,0.0,84.06938475549188,729.4007684107598,10688.553422845791,0.0,0.0
bursty_arrivals,w_fgd_balanced,1.0,3,300,300,0.0,84.06938475549188,729.4007684107598,10688.553422845791,0.0,0.0
checkpoint_io_burst,random,1.0,1,300,300,0.0,57.558125355877905,416.72237683912266,7502.587527068237,0.0,0.0
checkpoint_io_burst,random,1.0,2,300,300,0.0,58.2415970332701,466.0933191764366,7502.587527068237,0.0,0.0
checkpoint_io_burst,random,1.0,3,300,300,0.0,61.871994425500425,466.0933191764366,7502.587527068237,0.0,0.0
checkpoint_io_burst,first_fit,1.0,1,300,300,0.0,58.219091266743504,462.4053728688623,7502.587527068237,0.0,0.0
checkpoint_io_burst,first_fit,1.0,2,300,300,0.0,58.219091266743504,462.4053728688623,7502.587527068237,0.0,0.0
checkpoint_io_burst,first_fit,1.0,3,300,300,0.0,58.219091266743504,462.4053728688623,7502.587527068237,0.0,0.0
checkpoint_io_burst,best_fit,1.0,1,300,300,0.0,57.0472126790236,462.4053728688623,7502.587527068237,0.0,0.0
checkpoint_io_burst,best_fit,1.0,2,300,300,0.0,57.0472126790236,462.4053728688623,7502.587527068237,0.0,0.0
checkpoint_io_burst,best_fit,1.0,3,300,300,0.0,57.0472126790236,462.4053728688623,7502.587527068237,0.0,0.0
checkpoint_io_burst,worst_fit,1.0,1,300,300,0.0,63.24274052316892,432.68623379968074,7502.587527068237,0.0,0.0
checkpoint_io_burst,worst_fit,1.0,2,300,300,0.0,63.24274052316892,432.68623379968074,7502.587527068237,0.0,0.0
checkpoint_io_burst,worst_fit,1.0,3,300,300,0.0,63.24274052316892,432.68623379968074,7502.587527068237,0.0,0.0
checkpoint_io_burst,round_robin,1.0,1,300,300,0.0,58.0829657212526,453.96865804183136,7502.587527068237,0.0,0.0
checkpoint_io_burst,round_robin,1.0,2,300,300,0.0,58.0829657212526,453.96865804183136,7502.587527068237,0.0,0.0
checkpoint_io_burst,round_robin,1.0,3,300,300,0.0,58.0829657212526,453.96865804183136,7502.587527068237,0.0,0.0
checkpoint_io_burst,gpu_packing,1.0,1,300,300,0.0,57.80523211304446,462.4053728688623,7502.587527068237,0.0,0.0
checkpoint_io_burst,gpu_packing,1.0,2,300,300,0.0,57.80523211304446,462.4053728688623,7502.587527068237,0.0,0.0
checkpoint_io_burst,gpu_packing,1.0,3,300,300,0.0,57.80523211304446,462.4053728688623,7502.587527068237,0.0,0.0
checkpoint_io_burst,least_requested,1.0,1,300,300,0.0,54.486164720373544,388.5010800686473,7502.587527068237,0.0,0.0
checkpoint_io_burst,least_requested,1.0,2,300,300,0.0,54.486164720373544,388.5010800686473,7502.587527068237,0.0,0.0
checkpoint_io_burst,least_requested,1.0,3,300,300,0.0,54.486164720373544,388.5010800686473,7502.587527068237,0.0,0.0
checkpoint_io_burst,fgd,1.0,1,300,300,0.0,55.8410695027571,425.241577223007,7502.587527068237,0.0,0.0
checkpoint_io_burst,fgd,1.0,2,300,300,0.0,55.8410695027571,425.241577223007,7502.587527068237,0.0,0.0
checkpoint_io_burst,fgd,1.0,3,300,300,0.0,55.8410695027571,425.241577223007,7502.587527068237,0.0,0.0
checkpoint_io_burst,w_fgd,1.0,1,300,300,0.0,59.88588311869751,446.2681122953362,7502.587527068237,0.0,0.0
checkpoint_io_burst,w_fgd,1.0,2,300,300,0.0,59.88588311869751,446.2681122953362,7502.587527068237,0.0,0.0
checkpoint_io_burst,w_fgd,1.0,3,300,300,0.0,59.88588311869751,446.2681122953362,7502.587527068237,0.0,0.0
checkpoint_io_burst,w_fgd_balanced,1.0,1,300,300,0.0,59.23005690791376,588.7452232793692,7502.587527068237,0.0,0.0
checkpoint_io_burst,w_fgd_balanced,1.0,2,300,300,0.0,59.23005690791376,588.7452232793692,7502.587527068237,0.0,0.0
checkpoint_io_burst,w_fgd_balanced,1.0,3,300,300,0.0,59.23005690791376,588.7452232793692,7502.587527068237,0.0,0.0
cold_start_storm,random,1.0,1,300,300,0.0,0.1885409497797567,0.0,24935.4911250273,0.0,0.0
cold_start_storm,random,1.0,2,300,300,0.0,0.22345510260949594,0.0,24935.4911250273,0.0,0.0
cold_start_storm,random,1.0,3,300,300,0.0,0.1804052822414936,0.0,24935.4911250273,0.0,0.0
cold_start_storm,first_fit,1.0,1,300,300,0.0,0.17958278996978455,0.0,24935.4911250273,0.0,0.0
cold_start_storm,first_fit,1.0,2,300,300,0.0,0.17958278996978455,0.0,24935.4911250273,0.0,0.0
cold_start_storm,first_fit,1.0,3,300,300,0.0,0.17958278996978455,0.0,24935.4911250273,0.0,0.0
