pod_id,submit_time,duration,milli_cpu,milli_gpu,gpu_number,gpu_type,user
long_context_kv_pressure_00000000,2.4042086039659947,225.68753902719675,3000,1000,1,A100,user_0085
long_context_kv_pressure_00000001,4.740398259790448,11267.303382314314,2000,2000,2,V100,user_0043
long_context_kv_pressure_00000002,7.125159259664702,5.220259314649679,3000,1000,1,H100,user_0028
long_context_kv_pressure_00000003,7.404953549516286,129.8921927036559,6000,1000,1,T4,user_0019
long_context_kv_pressure_00000004,7.491390949214662,233.49393999558063,4000,1000,1,H100,user_0117
long_context_kv_pressure_00000005,8.944051464920813,276.6728955792917,5000,0,0,,user_0000
long_context_kv_pressure_00000006,10.354012159178389,107.27025064449896,4000,0,0,,user_0129
long_context_kv_pressure_00000007,13.478308115727884,15.39878671747639,2000,0,0,,user_0086
long_context_kv_pressure_00000008,13.557602312911394,289.5395687477972,6000,0,0,,user_0073
long_context_kv_pressure_00000009,14.604163159454558,2117.727332966001,4000,1000,1,A100,user_0153
long_context_kv_pressure_00000010,14.674599466252364,20.95085423586843,7000,8000,8,V100,user_0107
long_context_kv_pressure_00000011,15.763623094276324,2949.090091590935,4000,0,0,,user_0146
long_context_kv_pressure_00000012,17.494950447160132,779.9955685539632,6000,2000,2,A100,user_0141
long_context_kv_pressure_00000013,17.881845271750045,166.6007383487465,2000,1000,1,H100,user_0006
long_context_kv_pressure_00000014,19.113430934411618,41.02559010342373,5000,0,0,,user_0043
long_context_kv_pressure_00000015,19.267204188237844,113.11492318997612,5000,8000,8,V100,user_0113
long_context_kv_pressure_00000016,19.35878145562804,1153.11688013456,6000,2000,2,A100,user_0195
long_context_kv_pressure_00000017,19.67396065776043,415.7731410410871,16000,1000,1,V100,user_0030
long_context_kv_pressure_00000018,20.575159933130585,2132.728444035479,8000,0,0,,user_0021
long_context_kv_pressure_00000019,20.988145262869075,968.5465977342894,7000,0,0,,user_0188
long_context_kv_pressure_00000020,22.235531212682695,1742.1103532043492,4000,0,0,,user_0193
long_context_kv_pressure_00000021,22.45910758489502,9089.972494499783,4000,0,0,,user_0033
long_context_kv_pressure_00000022,24.29707784903948,338.99482013976177,6000,0,0,,user_0080
long_context_kv_pressure_00000023,25.524163712253745,589.2750598192963,10000,1000,1,V100,user_0125
long_context_kv_pressure_00000024,26.17995986621674,1083.4340638615477,4000,0,0,,user_0039
long_context_kv_pressure_00000025,26.59704657252856,199.74582462149704,6000,0,0,,user_0065
long_context_kv_pressure_00000026,27.050366261826824,67.69380333858412,9000,2000,2,H100,user_0079
long_context_kv_pressure_00000027,27.12744340888248,2516.657667680297,6000,0,0,,user_0128
long_context_kv_pressure_00000028,27.30707566325703,34.40559597551306,4000,1000,1,H100,user_0061
long_context_kv_pressure_00000029,27.992396114861283,552.2534888551796,3000,1000,1,H100,user_0082
long_context_kv_pressure_00000030,28.381076351021104,138.68336001709514,7000,0,0,,user_0057
long_context_kv_pressure_00000031,29.64528320858621,960.0913871668556,2000,1000,1,V100,user_0151
long_context_kv_pressure_00000032,30.353773836002336,528.0815018609468,13000,8000,8,A100,user_0030
long_context_kv_pressure_00000033,30.591703790300357,2418.3330826429988,6000,0,0,,user_0046
long_context_kv_pressure_00000034,31.052792126557826,513.2093881240428,9000,2000,2,V100,user_0049
long_context_kv_pressure_00000035,31.69434886374834,19.8705435705849,1000,2000,2,V100,user_0181
long_context_kv_pressure_00000036,32.038182225186134,165.2757348510658,3000,2000,2,V100,user_0188
long_context_kv_pressure_00000037,32.36009344609244,34.7105651272334,5000,2000,2,T4,user_0100
long_context_kv_pressure_00000038,33.239008128284986,87.19882369279846,4000,0,0,,user_0031
long_context_kv_pressure_00000039,33.535955337213785,1557.1826401447884,8000,1000,1,H100,user_0151
long_context_kv_pressure_00000040,34.869657762245666,449.5022789736009,9000,1000,1,A100,user_0098
long_context_kv_pressure_00000041,36.26052174849157,67.54994173128561,5000,1000,1,A100,user_0169
long_context_kv_pressure_00000042,37.34460467645676,43.34810726726509,1000,0,0,,user_0071
long_context_kv_pressure_00000043,37.4176330244372,190.3998806779624,11000,0,0,,user_0199
long_context_kv_pressure_00000044,38.55170052615995,195.62059973021076,6000,0,0,,user_0161
long_context_kv_pressure_00000045,39.90603851402512,70.25381614640607,4000,1000,1,H100,user_0044
long_context_kv_pressure_00000046,41.02807816548255,283.03891568349337,5000,1000,1,H100,user_0145
long_context_kv_pressure_00000047,41.30812728571897,938.5765458784418,3000,0,0,,user_0057
long_context_kv_pressure_00000048,41.629063476755,431.490161141461,2000,1000,1,V100,user_0069
long_context_kv_pressure_00000049,41.7947993840566,7.474274696373102,7000,0,0,,user_0050
long_context_kv_pressure_00000050,42.14916289674806,279.9828882126935,2000,2000,2,T4,user_0136
long_context_kv_pressure_00000051,42.17030265315785,201.30773569953195,4000,1000,1,H100,user_0052
long_context_kv_pressure_00000052,42.33765904927356,1640.9562500818768,4000,2000,2,V100,user_0127
long_context_kv_pressure_00000053,43.65271589382072,1808.008911917589,2000,8000,8,T4,user_0116
long_context_kv_pressure_00000054,47.64847216500556,10.139702106768622,7000,0,0,,user_0150
long_context_kv_pressure_00000055,48.21201025739419,78.66606300892514,6000,2000,2,A100,user_0198
long_context_kv_pressure_00000056,48.496049958995016,420.6776657389793,5000,1000,1,A100,user_0001
long_context_kv_pressure_00000057,48.89380621290225,19.609256821362937,3000,4000,4,A100,user_0198
long_context_kv_pressure_00000058,49.25514843583717,7831.745799550201,6000,0,0,,user_0021
long_context_kv_pressure_00000059,49.38478203906077,306.6256514014729,9000,1000,1,V100,user_0105
long_context_kv_pressure_00000060,50.46810717393237,605.0631753263815,4000,1000,1,H100,user_0068
long_context_kv_pressure_00000061,51.84395602744982,631.0518091267612,1000,0,0,,user_0127
long_context_kv_pressure_00000062,53.35176515809263,577.4771612436299,4000,0,0,,user_0144
long_context_kv_pressure_00000063,58.6616479538524,829.529292254354,3000,1000,1,A100,user_0171
long_context_kv_pressure_00000064,60.76830818862916,252.95090372113145,4000,4000,4,H100,user_0080
long_context_kv_pressure_00000065,62.41317402912475,253.4985453854553,6000,0,0,,user_0186
long_context_kv_pressure_00000066,63.45666551110135,266.774441766753,3000,2000,2,H100,user_0064
long_context_kv_pressure_00000067,64.04918971006214,53.56680639102712,8000,1000,1,A100,user_0040
long_context_kv_pressure_00000068,64.09364326633398,147.4272806964678,5000,0,0,,user_0075
long_context_kv_pressure_00000069,65.05024605315418,146.38699124368924,3000,0,0,,user_0105
long_context_kv_pressure_00000070,65.67162914064713,2771.8280654114283,3000,2000,2,A100,user_0133
