pod_id,submit_time,duration,milli_cpu,milli_gpu,gpu_number,gpu_type,user
llm_inference_bursty_00000000,0.2965496401472841,0.8940328994526079,4000,125,1,V100,user_0089
llm_inference_bursty_00000001,0.4557893692907063,3.0403194905172266,4000,0,0,,user_0190
llm_inference_bursty_00000002,0.5100984772347055,3.787242459838018,12000,0,0,,user_0048
llm_inference_bursty_00000003,0.7043977503860688,0.2475574492896239,9000,125,1,A100,user_0056
llm_inference_bursty_00000004,0.7154716101576769,0.1607935831086366,7000,500,1,H100,user_0048
llm_inference_bursty_00000005,0.8657370661525611,1.037397813190092,10000,0,0,,user_0071
llm_inference_bursty_00000006,1.3225385821686102,0.2208255545028427,5000,500,1,H100,user_0143
llm_inference_bursty_00000007,1.3262161546084568,3.711813479544322,4000,250,1,A100,user_0064
llm_inference_bursty_00000008,1.453946486897438,3.917771840742269,3000,0,0,,user_0131
llm_inference_bursty_00000009,1.6675917620775056,2.6558283361691157,2000,250,1,V100,user_0179
llm_inference_bursty_00000010,1.867920686957908,0.9270400282380216,3000,125,1,V100,user_0189
llm_inference_bursty_00000011,1.9569115267168733,0.2235242301013382,3000,125,1,H100,user_0112
llm_inference_bursty_00000012,2.170328654694631,0.0797113392831516,5000,250,1,H100,user_0142
llm_inference_bursty_00000013,2.3185588877793504,2.312648221729453,11000,0,0,,user_0183
llm_inference_bursty_00000014,2.5157860008111057,2.1143528844086936,7000,125,1,A100,user_0157
llm_inference_bursty_00000015,2.6492792088725743,0.7556689347646323,4000,250,1,H100,user_0059
llm_inference_bursty_00000016,2.867436007051651,2.1267993178071745,2000,500,1,A100,user_0026
llm_inference_bursty_00000017,3.009839607881984,1.7127040313094275,7000,500,1,H100,user_0022
llm_inference_bursty_00000018,3.0788933429481635,0.1768959091693213,2000,250,1,T4,user_0176
llm_inference_bursty_00000019,3.079147387411696,0.5755630404401599,2000,125,1,V100,user_0111
llm_inference_bursty_00000020,3.1631167689974635,2.3907774529922388,6000,125,1,A100,user_0059
llm_inference_bursty_00000021,3.305784718909942,1.3446431754106396,8000,250,1,A100,user_0069
llm_inference_bursty_00000022,3.435720124983078,3.586083850820826,5000,0,0,,user_0056
llm_inference_bursty_00000023,3.8835561624338113,0.9768996079289016,11000,0,0,,user_0160
llm_inference_bursty_00000024,3.90285262672509,4.982378576216716,2000,0,0,,user_0122
llm_inference_bursty_00000025,3.999328572876228,3.3223363718880967,4000,0,0,,user_0175
llm_inference_bursty_00000026,4.036727567459566,3.81650650818869,4000,500,1,A100,user_0060
llm_inference_bursty_00000027,4.0526265348403,1.9561952435575427,12000,125,1,T4,user_0094
llm_inference_bursty_00000028,4.0563090964328845,0.2005382531420129,2000,250,1,V100,user_0024
llm_inference_bursty_00000029,4.074320999462508,0.6888182232125282,3000,125,1,T4,user_0194
llm_inference_bursty_00000030,4.195491895970767,6.4611526356808815,6000,125,1,V100,user_0102
llm_inference_bursty_00000031,4.211002311750912,0.5993645108699974,2000,250,1,V100,user_0110
llm_inference_bursty_00000032,4.221200016253315,1.782892954582857,5000,125,1,T4,user_0082
llm_inference_bursty_00000033,4.22249680081295,4.463954443830882,3000,125,1,A100,user_0054
llm_inference_bursty_00000034,4.271555805758108,4.075257164127956,3000,500,1,V100,user_0189
llm_inference_bursty_00000035,4.301879492448167,3.148231056958174,2000,125,1,T4,user_0097
llm_inference_bursty_00000036,4.385570391776825,3.3628510561559586,2000,0,0,,user_0134
llm_inference_bursty_00000037,4.54128981232351,2.6904677293141868,3000,500,1,H100,user_0007
llm_inference_bursty_00000038,4.647997122337994,2.978198679783237,2000,250,1,T4,user_0055
llm_inference_bursty_00000039,4.661062210344714,1.1830554341534134,6000,0,0,,user_0160
llm_inference_bursty_00000040,4.664575480849884,2.911146496967799,4000,250,1,T4,user_0017
llm_inference_bursty_00000041,4.696639908144205,1.1930956734953708,2000,250,1,T4,user_0020
